isbn_or_asin,book_title,author,publisher,published_date,central_opac_link,mathlib_opac_link
4320122674,計算科学講座 = Computational Science and Engineering 2(第1部計算科学の基盤),"金田,行雄,1949- 笹井,理生 張,紹良,1962-",共立出版,202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12116929,
4254280041,数理計画入門,"福島,雅夫,1950-",朝倉書店,201102,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB04975808,
4766422538,数理経済学の源流と展開,武藤功／編著 花薗誠／著・編集,慶應義塾大学出版会,20150827,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19417132,
453555997X,計算経済学 = Computational Economics,"釜,国男,1948-",日本評論社,202102,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05960541,
4000297074,学術出版の来た道,"有田,正規,1971-",岩波書店,202110,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC1028015X,
4297104636,数学から創るジェネラティブアート : Processingで学ぶかたちのデザイン,"巴山竜来著,巴山, 竜来,",技術評論社,,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28076746,
4764925095,信号解析入門,"越川,常治",近代科学社,199212,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN08449528,
462707641X,工学系学生のための複素関数攻略への一本道,"板垣,正文",森北出版,200901,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA88933825,
4627870019,超巨大リスクの定量的評価,"Garrick,B.John,-2020 山口,彰",森北出版,202110,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10307405,
4791774191,データ視覚化の人類史 : グラフの発明から時間と空間の可視化まで,"Friendly,Michael Wainer,Howard 飯嶋,貴子,1967-",青土社,202111,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10584110,
4627852916,はじめて学ぶオートマトンと言語理論,"藤原,暁宏",森北出版,201507,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19183767,
4627062419,Coq/SSReflect/MathCompによる定理証明 : フリーソフトではじめる数学の形式化,"萩原,学,1974- Affeldt,Reynald,1976-",森北出版,201804,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB25944631,
4896942647,中世紋章史,"Scheibelreiter,Georg,1943- 津山,拓也,1962-",八坂書房,201908,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28770810,
4422215329,〈図説〉紋章学事典,"Slater,Stephen 朝治,啓三,1948-",創元社,201909,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28947239,
4627856318,はじめての神経回路シミュレーション = INTRODUCTION TO SPIKING NETWORK SIMULATION : 1ニューロンからヒト全脳モデルまで,"山﨑,匡 五十嵐,潤",森北出版,202112,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11691772,
4320114469,ヘンテコ関数雑記帳 = Miscellaneous Note of Strange Functions : 解析学へ誘う隠れた名優たち,"佐々木,浩宣",共立出版,202106,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07854658,
4790704297,交換の民族誌 : あるいは犬好きのための人類学入門,"中川,敏,1953-",世界思想社,199206,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN07675587,
4787713205,無形民俗文化財が被災するということ : 東日本大震災と宮城県沿岸部地域社会の民俗誌,"高倉,浩樹,1968- 滝澤,克彦,1975-",新泉社,201401,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB14572863,
4326653930,日常に侵入する自己啓発 : 生き方・手帳術・片づけ,"牧野,智和,1980-",勁草書房,201504,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB18412869,
4326653728,自己啓発の時代 : 「自己」の文化社会学的探究,"牧野,智和,1980-",勁草書房,201203,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB08665890,
4000614061,歴史学の思考法 : 東大連続講義,東京大学教養学部,岩波書店,202004,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB30433744,
4000241796,なぜ歴史を学ぶのか,"Hunt,Lynn,1945- 長谷川,貴彦",岩波書店,201910,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29042058,
4526075361,メカ屋のための脳科学入門 : 脳をリバースエンジニアリングする,"高橋,宏知,1975-",日刊工業新聞社,201603,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2096429X,
4627851618,計算論的神経科学 : 脳の運動制御・感覚処理機構の理論的理解へ,"田中,宏和,pub.2019",森北出版,201906,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28349496,
432625131X,計算論的精神医学 : 情報処理過程から読み解く精神障害,"国里,愛彦,1983- 片平,健太郎,1979- 沖村,宰,1972-",勁草書房,201901,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27595103,
4335358334,AI時代の法学入門 = Introduction to law in the age of artificial intelligence : 学際的アプローチ,"太田,勝造,1957- 笠原,毅彦,1957- 佐藤,健 西貝,吉晃,1981- 新田,克己 ほか",弘文堂,202007,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB31576554,
4422390058,フィールド言語学者、巣ごもる。,"吉岡,乾",創元社,202106,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC0802655X,
4320009304,神経美学 = Neuroaesthetics : 美と芸術の脳科学,"石津,智大",共立出版,201908,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28810788,
4061975978,新約聖書外典,"荒井,献,1930-",講談社,199712,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA34100225,
4121101200,日本の私立大学はなぜ生き残るのか : 人口減少社会と同族経営:1992-2030,"Breaden,Jeremy,1973- Goodman,Roger,1960- 石澤,麻子,1989-",中央公論新社,202109,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC09702060,
4320096398,経済物理学,"青山,秀明,1954- 家富,洋 池田,裕一",共立出版,200810,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA87633655,
4314010827,誤差論,"Gauss,CarlFriedrich 飛田,武幸 石川,耕春",紀伊國屋書店,198105,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN00447427,
4909783806,親の手で病気にされる子どもたち,南部さおり／著,学芸みらい社,20210618,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC08034208,
4750351334,大図鑑　コードの秘密,ポール・ルンダ／編 浜口稔／訳,明石書店,20210318,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06203836,
4000614835,アカデミアを離れてみたら : 博士、道なき道をゆく,岩波書店,岩波書店,202108,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC09081564,
4492314970,行動経済学入門,"筒井,義郎,1950- 佐々木,俊一郎,1973- 山根,承子,1984-",東洋経済新報社,201705,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2362781X,
4787234781,アニメと声優のメディア史,石田美紀／著,青弓社,20201221,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC0463354X,
4838233825,桃太郎の発生 : 世界との比較からみる日本の昔話、説話,"花部,英雄,1950-",三弥井書店,202103,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07087286,
4791773829,悪魔学大全,"Robbins,RossellHope,1912-1990 松田,和也,1963-",青土社,202105,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07554392,
4003367618,比較言語学入門,"高津,春繁,1908-1973",岩波書店,199205,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN07629138,
4296000195,プログラムはなぜ動くのか : 知っておきたいプログラミングの基礎知識,"矢沢,久雄,1961-",日経BPマーケティング (発売),202105,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07290960,
4000056530,多変量解析入門 : 線形から非線形へ,"小西,貞則,1948-",岩波書店,201001,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB00828710,
4336070903,「探偵小説(ディテクティヴ・ノヴェル)」の考古学 : セレンディップの三人の王子たちからシャーロック・ホームズまで,"Messac,Régis,1893-1945 石橋,正孝 池田,潤,1984- 佐々木,匠,1983- ほか",国書刊行会,202106,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC08627491,
4883841405,入門統計解析,"倉田,博史,1967- 星野,崇宏",サイエンス社,200912,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB00499991,
4475018722,古アイスランド語入門,"下宮忠雄, 金子貞雄 著,下宮, 忠雄, 1935-,",大学書林,"Thu, 28 Jul 2022 09:00:00 +0900",https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA75297696,
4103137010,エッダ : 古代北欧歌謡集,V.G.ネッケル 谷口幸男,新潮社,1973-01,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN02432613,
4787234919,就職と体育会系神話,束原文郎／著,青弓社,20210727,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC08820720,
4480098801,西洋古典学入門 叙事詩から演劇詩へ,久保正彰／著,筑摩書房,20180808,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26615431,
4880655066,ダム建設と地域住民補償,古賀邦雄／著,水曜社,20210624,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC08164043,
4560509085,チェスへの招待,"Maufras,Jérôme 成相,恭二,1937- 小倉,尚子,1932-",白水社,200701,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA80142666,
4560509964,セクトの宗教社会学,"Luca,Nathalie,1966- 伊達,聖伸",白水社,201411,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB17236953,
4641165777,ゲーム理論 = Game Theory,"岡田,章,1954-",有斐閣,202103,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06049408,
4863134606,世界の地下都市大解剖 : 立体イラストで巡る、見えない巨大インフラ,"Ovenden,Mark,1963- 梅田,智世 竹花,秀春",日経BPマーケティング (発売),202103,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05590373,
406522442X,〈イスラーム世界〉とは何か : 「新しい世界史」を描く,"羽田,正,1953-",講談社,202102,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05492159,
4904575865,萌える人類学者,"馬場 淳／編,平田 晶子／編,森 昭子／編,小西 公大／編,馬場 淳,平田 晶子,森 昭子,小西 公大,馬場 淳,平田 晶子,森 昭子,小西 公大,",東京外国語大学出版会,,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06506656,
4903908984,うしろめたさの人類学,松村圭一郎／著,ミシマ社,20170916,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24488253,
4344983874,子どものまま中年化する若者たち : 根拠なき万能感とあきらめの心理,"鍋田,恭孝,1947-",幻冬舎,201507,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19260653,
4535601097,初等整数論,"遠山,啓",日本評論社,197202,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN00574592,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784535601093&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4000068776,代数入門,"上野,健爾,1945-",岩波書店,200405,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA66885740,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784000068772&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4902666383,課題解決のための専門図書館ガイドブック,"専門図書館協議会私立図書館小委員会編,専門図書館協議会私立図書館小委員会,",読書工房,,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC01906679,
4865280111,戦前尖端語辞典,平山亜佐子／著・編集 山田参助／絵・漫画,左右社,20210131,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05502489,
4061589962,魔術から数学へ,"森,毅,1928-2010",講談社,199111,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN06923694,
4121026055,民衆暴力 : 一揆・暴動・虐殺の日本近代,"藤野,裕子,1976-",中央公論新社,202008,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC01959959,
433403795X,テキヤはどこからやってくるのか? : 露店商いの近現代を辿る,"厚,香苗,1975-",光文社,201404,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15377761,
4480098682,精講　漢文,前野直彬／著,筑摩書房,20180808,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26616172,
4422390031,現地嫌いなフィールド言語学者、かく語りき。,"吉岡,乾",創元社,201909,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28759782,
4639024703,齊民要術 : 現存する最古の料理書,"[賈思勰] [著],田中静一, 小島麗逸, 太田泰弘 編訳,賈, 思勰, 後魏代,田中, 静一, 1913-,小島, 麗逸, 1934-,太田, 泰弘, 1930-,",雄山閣,"Wed, 31 May 2017 09:00:00 +0900",https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23336883,
430922699X,マタギ聞き書き : その狩猟民俗と怪異譚,"武藤,鉄城,1896-1956",河出書房新社,201704,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23573233,
4480432841,モチーフで読む美術史２,宮下規久朗／著,筑摩書房,20150708,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB12939854,
4816919813,入門・アーカイブズの世界 : 記憶と記録を未来に : 翻訳論文集,記録管理学会 日本アーカイブズ学会,日外アソシエーツ,200606,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA77324778,
4339009393,ひたすら楽して音響信号解析 = Beginning Acoustic Signal Analysis : MATLABで学ぶ基礎理論と実装,"森勢,将雅",コロナ社,202102,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05084141,
4315523275,"マス・アート : 真理,美,そして方程式","Ornes,Stephen 巴山,竜来,1982- 赤池,ともえ",ニュートンプレス,202102,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC0504654X,
4865592334,踊るバロック,赤塚健太郎／著,アルテスパブリッシング,20210225,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05590883,
4254131291,物理学者、機械学習を使う = Using Machine Learning for Physics : 機械学習・深層学習の物理学への応用,"橋本,幸士",朝倉書店,201910,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29005619,
4562059079,図説世界地下名所百科 : イスタンブールの沈没宮殿、メキシコの麻薬密輸トンネルから首都圏外郭放水路まで,"Fitch,Chris,1988- 上京,恵",原書房,202102,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC05584756,
4876987971,データ同化,,京都大学学術出版会,20090820,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA91090804,
4873119332,計算できるもの、計算できないもの : 実践的アプローチによる計算理論入門,"MacCormick,John,1972- 松崎,公紀 長尾,高弘,1960-",オーム社 (発売),202012,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC04631770,
4873119294,初めてのマルウェア解析 : Windowsマルウェアを解析するための概念、ツール、テクニックを探る,"K.A.,Monnappa 石川,朝久 北原,憲 中津留,勇",オーム社 (発売),202012,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC0451372X,
4000201018,漢文入門,小川‖環樹,岩波書店,0000-01-01,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN00674054,
4862852319,地獄と煉獄のはざまで : 中世イタリアの例話から心性を読む,"石坂,尚武,1947-",知泉書館,201603,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB21191972,
400311521X,量子力学と私,"朝永,振一郎,1906-1979 江沢,洋,1932-",岩波書店,199701,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN15718710,
4121025237,古代オリエントの神々 : 文明の興亡と宗教の起源,"小林,登志子,1949-",中央公論新社,201901,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27551855,
4276123739,新版 音楽の科学,ホアンＧローダラー／著 髙野光司／翻訳 安藤四一／翻訳,音楽之友社,20141008,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB16810157,
4276123119,楽器の音響学,安藤由典／著,音楽之友社,199602,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN14012626,
4873119200,生成Deep Learning : 絵を描き、物語や音楽を作り、ゲームをプレイする,"Foster,David 松田,晃一,1960- 小沼,千絵",オーム社,202010,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC02850638,
4422203436,フィッシュ・アンド・チップスの歴史 : 英国の食と移民,"Panayi,Panikos 栢木,清吾",創元社,202009,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC02613814,
4004202884,読書と社会科学,内田／義彦,岩波書店,1985-01,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN00338432,
4260036742,研究の育て方 : ゴールとプロセスの「見える化」,"近藤,克則,1958-",医学書院,201810,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27055911,
448042587X,続・反社会学講座,パオロ・マッツァリーノ／著,筑摩書房,20090401,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA82471895,
4480423567,反社会学講座,パオロ・マッツァリーノ／著,筑摩書房,20070701,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA82471895,
4121026136,古代メソポタミア全史 : シュメル、バビロニアからサーサーン朝ペルシアまで,"小林,登志子,1949-",中央公論新社,202010,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC03233976,
463415062X,タロットの歴史 = THE HiSTORY OF TAROT : 西洋文化史から図像を読み解く,"井上,教子",山川出版社,201411,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB17486644,
4887218222,魔術の人類史,"Greenwood,Susan 田内,志文,1974-",東洋書林,201509,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19651446,
4875253141,四元数の発見,矢野忠／著,海鳴社,20140919,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB16774858,
4822283119,ネットワークはなぜつながるのか : 知っておきたいTCP/IP、LAN、光ファイバの基礎知識,"戸根,勤 日経BP",日経BP出版センター,200704,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA8161483X,
4627854714,計算モデルとプログラミング,"猪股,俊光,1961- 山田,敬三",森北出版,201904,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28106825,
4560097283,〈賄賂〉のある暮らし : 市場経済化後のカザフスタン,"岡,奈津子",白水社,201911,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29137336,
4750516597,地下世界をめぐる冒険,ウィル・ハント／著 棚橋志行／翻訳,亜紀書房,20200826,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC02154262,
4022950579,日本中世への招待,"呉座,勇一,1980-",朝日新聞出版,202002,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29630318,
476014580X,歴史好きのための古文書入門,"高尾,善希,1974-",柏書房,201505,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB18523440,
4478067317,絶滅できない動物たち : 自然と科学の間で繰り広げられる大いなるジレンマ,"O'Connor,M.R.,1982- 大下,英津子",ダイヤモンド社,201809,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27044766,
4309253865,核は暴走する : アメリカ核開発と安全性をめぐる闘い 下,"Schlosser,Eric,1959- 布施,由紀子,1953-",河出書房新社,201807,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26562266,
4309253857,核は暴走する : アメリカ核開発と安全性をめぐる闘い 上,"Schlosser,Eric,1959- 布施,由紀子,1953-",河出書房新社,201807,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26562266,
4044005303,贋札の世界史,"植村,峻,1935-",KADOKAWA,202003,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB31510793,
4044005478,オノマトペ : 擬音語・擬態語の世界,"小野,正弘",KADOKAWA,201912,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29432766,
4766425197,歴史は実験できるのか,ジャレド・ダイアモンド／訳 ジェイムズ・A・ロビンソン／著・編集 小坂恵理／翻訳,慶應義塾大学出版会,20180606,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26246299,
4004318351,紫外線の社会史 : 見えざる光が照らす日本,"金,凡性",岩波書店,202005,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB30568481,
4787210459,バラエティ化する宗教,石井研士／編著,青弓社,20101022,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB03807080,
4047034363,和本の海へ : 豊饒の江戸文化,"中野,三敏,1935-2019",角川グループパブリッシング,200902,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA88966212,
4422143980,初期キリスト教・ビザンティン図像学研究 = A Study in Early Christian and Byzantine Iconography,"瀧口,美香,1966-",創元社,201802,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2554346X,
483186238X,近世仏書の文化史 : 西本願寺教団の出版メディア,"万波,寿子,1977-",法藏館,201802,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB25843361,
4815808171,〈驚異〉の文化史,山中由里子／編,名古屋大学出版会,20151023,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19794443,
4560095590,写本の文化誌 : ヨーロッパ中世の文学とメディア,"Brinker-vonderHeyde,Claudia,1950- 一條,麻美子",白水社,201708,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24100372,
4152091665,予想どおりに不合理 : 行動経済学が明かす「あなたがそれを選ぶわけ」,"Ariely,Dan,1967- 熊谷,淳子",早川書房,201010,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB0364973X,
4582761089,日本残酷物語 4 (保障なき社会),,平凡社,199507,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN13002547,
4582761046,日本残酷物語 3 (鎖国の悲劇),,平凡社,199506,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN1268787X,
4582761127,日本残酷物語 5 (近代の暗黒),,平凡社,199508,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN13002616,
4582760996,日本残酷物語 2 (忘れられた土地),,平凡社,199505,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN12530652,
4582760953,日本残酷物語 1 (貧しき人々のむれ),,平凡社,199504,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN1240734X,
4781617417,ダークウェブ・アンダーグラウンド : 社会秩序を逸脱するネット暗部の住人たち,"木澤,佐登志,1988-",イースト・プレス,201901,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2753349X,
476490408X,"アルゴリズムイントロダクション : 世界標準MIT教科書 総合版 (第1巻+第2巻+精選トピックス〈第1～35章,付録〉)","Cormen,ThomasH Leiserson,CharlesEric Rivest,RonaldL ほか",近代科学社,201312,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB14321546,
4309224881,憑き物耳袋,"倉光,清六,1894-1963",河出書房新社,200808,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA86876709,
4000111442,時空の力学 : 一般相対論の物理,"細谷,暁夫,1946- 佐藤,文隆,1938-",岩波書店,200204,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA56416936,
4766425677,ビデオゲームの美学,松永伸司／著,慶應義塾大学出版会,20181020,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27046466,
4788516063,デジタル記号論,松本健太郎／著,新曜社,20190208,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27701696,
433902905X,1から始めるJuliaプログラミング = Learn Julia Programming from Scratch,"進藤,裕之 佐藤,建太",コロナ社,202004,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB30062573,
4297105594,実践Rust入門 : 言語仕様から開発手法まで,"κeen 河野,達也 小松,礼人",技術評論社,201905,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28124281,
4873118476,作って動かすALife : 実装を通した人工生命モデル理論入門,"岡,瑞起 池上,高志,1961- Chen,Dominick,1981-",オーム社,201807,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26563542,
4792217091,誤訳の典型,"中原,道喜",聖文新社,201009,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB03288802,
4327452327,英語のしくみと訳しかた,"真野,泰,1961-",研究社,201008,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB03139358,
4627854919,"多倍長精度数値計算 : GNU MP,MPFR,QDによるプログラミング","幸谷,智紀",森北出版,201911,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29274596,
4535783616,インドラの真珠 : クラインの夢みた世界,"Mumford,David,1937- Series,Caroline,1951- ほか",日本評論社,201303,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB11984092,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784535783614&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4121007409,元禄御畳奉行の日記 : 尾張藩士の見た浮世,"神坂,次郎,1927-",中央公論社,198409,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN00371030,
4000291467,古典注釈入門 : 歴史と技法,"鈴木,健一,1960-",岩波書店,201410,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB16865148,
4393299272,情報時代のオウム真理教,"井上,順孝,1948- 国際宗教研究所宗教情報リサーチセンター",春秋社,201107,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB06367224,
4003600371,子規紀行文集,"正岡,子規,1867-1902 復本,一郎,1943-",岩波書店,201912,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29378514,
4003326210,随園食単,"袁,枚 青木,正児",岩波書店,198001,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN00770670,
4787273566,ロバート・キャパの謎,吉岡栄二郎／著,青弓社,20140823,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB16567048,
4794810679,ハイン地の果ての祭典 : 南米フエゴ諸島先住民セルクナムの生と死,"Chapman,Anne,1922-2010 大川,豪司,1961-",新評論,201704,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23659984,
4320113837,1足す1から現代数論へ : モジュラー形式への誘い,"Ash,Avner,1949- Gross,Robert,1959- 新妻,弘,1946-",共立出版,201907,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2866410X,
4788515350,セミオトポス 12　「美少女」の記号論,日本記号学会／編集,新曜社,20170831,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24387642,
4106108208,ケーキの切れない非行少年たち,"宮口,幸治",新潮社,201907,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28553379,
4327472360,グロリアーナの祝祭 : エリザベス一世の文学的表象,"竹村,はるみ,1968-",研究社,201808,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26654171,
4309416837,グレン・グールド,"吉田,秀和,1913-2012",河出書房新社,201905,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28112078,
4582415288,共同研究ポルノグラフィー,"大浦,康介,1951-",平凡社,201104,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB05482872,
478727340X,戦後日本の聴覚文化 音楽・物語・身体,広瀬正浩／著,青弓社,20130920,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB13671564,
479176496X,指紋論 : 心霊主義から生体認証まで,"橋本,一径",青土社,201011,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB03761649,
4130101404,イメージ学の現在,坂本泰宏／編集 田中純／編集 竹峰義和／編集,東京大学出版会,20190501,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28116567,
4787233211,サブカルで読むセクシュアリティ,谷川建司／編著 王向華／編著 呉咏梅／編著,青弓社,20101122,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB04115377,
