isbn_or_asin,book_title,author,publisher,published_date,central_opac_link,mathlib_opac_link
4627083114,数理人口学入門 = Introduction to Mathematical Demography,"稲葉,寿,1957-",森北出版,202209,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16799969,
4121027221,陰謀論 : 民主主義を揺るがすメカニズム,"秦,正樹,1988-",中央公論新社,202210,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC17273571,
4563010081,リスク・セオリーの基礎 : 不確実性に対処するための数理,"岩沢,宏和",培風館,201002,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB0106478X,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784563010089&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4320115317,数学ソフトウェアの作り方 = Developing Mathematical Software,"高山,信毅,1959- 野呂,正行,1960- 小原,功任,1970- 藤本,光史,1968- ほか",共立出版,202210,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC17146326,
4000256696,歴史を学ぶ人々のために : 現在をどう生きるか,東京歴史科学研究会,岩波書店,201703,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23337911,
4826902433,情報セキュリティの敗北史 : 脆弱性はどこから来たのか,"Stewart,Andrew,1975- 小林,啓倫",白揚社,202210,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC17169999,
4873118654,Raspberry Piで学ぶコンピュータアーキテクチャ,"Upton,Eben Duntemann,Jeff Roberts,Ralph,1945- ほか",オーム社,201909,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28852846,
4623094332,はじめて学ぶ西洋古代史,"長谷川,岳男,1959-",ミネルヴァ書房,202210,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC17102058,
429713148X,試して理解Linuxのしくみ : 実験と図解で学ぶOS、仮想マシン、コンテナの基礎知識,"武内,覚",技術評論社,202210,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC1716361X,
4796702792,ファッションの文化社会学,"Finkelstein,Joanne 成実,弘至,1964-",せりか書房,200709,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA83156554,
4254116330,統計学のための数学入門30講,"永田,靖,1957-数学",朝倉書店,200503,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA7172228X,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784254116335&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4274228991,Pythonではじめる音のプログラミング = Sound Programming with Python : コンピュータミュージックの信号処理,"青木,直史",オーム社,202209,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16633536,
429712811X,ディープラーニングを支える技術 2,"岡野原,大輔,1982-",技術評論社,202205,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14081687,
4297125609,ディープラーニングを支える技術 : 「正解」を導くメカニズム〈技術基礎〉,"岡野原,大輔,1982-",技術評論社,202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14376501,
462209083X,ソーシャルメディア・プリズム : SNSはなぜヒトを過激にするのか?,"Bail,Christopher 松井,信彦",みすず書房,202206,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC15059537,
4274227855,世界を一枚の紙の上に : 歴史を変えたダイアグラムと主題地図の誕生,"大田,暁雄,1981-",オーム社,202112,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11784738,
4274227170,縫うコンピュータグラフィックス : ぬいぐるみから学ぶ3DCGとシミュレーション,"五十嵐,悠紀,1982-",オーム社,202105,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07621489,
4896943309,魔法の門(ポルタ・マジカ) : ローマに遺された錬金術象徴の秘密,"Gabriele,Mino 大橋,喜之,1955-",八坂書房,202206,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC15400168,
4623084108,よくわかる哲学・思想,"納富,信留,1965- 檜垣,立哉,1964- 柏端,達也,1965-",ミネルヴァ書房,201904,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27975487,
4061489771,哲学の歴史 : 哲学は何を問題にしてきたか,"新田,義弘,1929-2020",講談社,198912,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN0414356X,
4004310083,西洋哲学史 : 近代から現代へ,"熊野,純彦,1958-",岩波書店,200609,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA78401229,
4004310075,西洋哲学史 : 古代から中世へ,"熊野,純彦,1958-",岩波書店,200604,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA76504173,
4121021878,物語哲学の歴史 : 自分と世界を考えるために,"伊藤,邦武,1949-",中央公論新社,201210,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB10516521,
4575317365,"セックスロボットと人造肉 : テクノロジーは性、食、生、死を""征服""できるか","Kleeman,Jenny 安藤,貴子",双葉社,202208,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16518163,
4909658874,古典教育をオーバーホールする,菊野雅之／著,文学通信,20220926,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC16984100,
4065133327,深層学習 = Deep Learning,"岡谷,貴之 杉山,将",講談社,202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12180349,
4320122992,量子情報科学入門 = Introduction to Quantum Information Science,"石坂,智 小川,朋宏 河内,亮周",共立出版,201206,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB09394904,
4585060634,天皇皇族歴史伝説大事典,"志村,有弘,1941-",勉誠出版,200812,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA88442936,
4061596845,諸子百家,"浅野,裕一,1946-",講談社,200411,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA69442203,
4787220942,妖怪の誕生,廣田龍平／著,青弓社,20220527,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14828330,
4000292080,学童集団疎開 : 受入れ地域から考える,"一條,三子,1955-",岩波書店,201710,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24683248,
4320111796,数・学・探・検・共立講座 6,"新井,仁之,1959- 小林,俊行,1962- 斎藤,毅,1961- 山崎,隆雄,1972-",共立出版,201505,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB18660918,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784320111790&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
432011180X,数・学・探・検・共立講座 7,"新井,仁之,1959- 小林,俊行,1962- 斎藤,毅,1961- 河野,俊丈,1955-",共立出版,201506,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB18929762,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784320111806&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4320111745,数・学・探・検・共立講座 1,"新井,仁之,1959- 小林,俊行,1962- 斎藤,毅 吉田,伸生",共立出版,201709,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24393168,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784320111745&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4320111761,数・学・探・検・共立講座 3,"新井,仁之,1959- 小林,俊行,1962- 斎藤,毅,1961- 石川,剛郎,1957-",共立出版,201512,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB20257157,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784320111769&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4623065596,ヨーロッパ史のなかの裁判事例 : ケースから学ぶ西洋法制史,"Falk,Ulrich,1957- Luminati,Michele,1960- Schmoeckel,Mathias,1963- ほか",ミネルヴァ書房,201404,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15349165,
4642082735,日本史を学ぶための古文書・古記録訓読法,"苅米,一志,1968- 日本史史料研究会",吉川弘文館,201503,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB18200601,
4642080937,日本近代史を学ぶための文語文入門 : 漢文訓読体の地平,"古田島,洋介,1957-",吉川弘文館,201309,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB1317707X,
412101216X,理科系のための英文作法 : 文章をなめらかにつなぐ四つの法則,"杉原,厚吉,1948-",中央公論社,199411,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN11626610,
4326504927,経済学の哲学入門 : 選好、価値、選択、および厚生,"Hausman,DanielM.,1947- 橋本,努,1967- ニキ,リンコ,1965-",勁草書房,202205,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14555103,
4000059416,ファインマン計算機科学,"Feynman,RichardPhillips,1918-1988 Hey,AnthonyJ.G ほか",岩波書店,199901,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA39756439,
4492313605,政策評価ミクロモデル,"金本,良嗣,1950- 蓮池,勝人 藤原,徹 経済産業研究所",東洋経済新報社,200603,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA76203075,
4274223132,Rによる計量政治学,"浅野,正彦 矢内,勇生,1982-",オーム社,201812,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27460647,
4140912723,論文の教室 : レポートから卒論まで,"戸田山,和久,1958-",NHK出版,202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC1224809X,
4320111397,確率的グラフィカルモデル = Probabilistic Graphical Model,"鈴木,譲 植野,真臣",共立出版,201607,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB21721985,
4254122144,はじめての統計データ分析 : ベイズ的〈ポストp値時代〉の統計学,"豊田,秀樹,1961-",朝倉書店,201605,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB21318144,
4254295405,入門ベイズ統計学,"中妻,照雄,1968-",朝倉書店,200706,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA82118516,
4254122209,実践ベイズモデリング : 解析技法と認知モデル,"豊田,秀樹,1961-",朝倉書店,201701,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB22963061,
4320113446,ゲームで大学数学入門 = A Glimpse into University Math Through Games : スプラウトからオイラー・ゲッターまで,"安田,健彦",共立出版,201812,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27463918,
4434042408,素因数分解と素数判定,"Bressoud,DavidM,1950- 玉井,浩",星雲社,200403,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA66395683,
4641053855,計量経済学,西山慶彦／著・文・その他 新谷元嗣／著・文・その他 川口大司／著・文・その他 奥井亮／著・文・その他,有斐閣,20190729,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28617132,
490965819X,デジタル学術空間の作り方,下田正弘／編著 永﨑研宣／編著,文学通信,20191218,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29506669,
4759821678,理工系のAI英作文術 : 誰でも簡単に正確な英文が書ける,"西山,聖久",化学同人,202205,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14827236,
439329162X,魔法少女はなぜ変身するのか : ポップカルチャーのなかの宗教,"石井,研士,1954-",春秋社,202206,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC15273694,
4750352861,現代日本のエリートの平等観,竹中佳彦／編 山本英弘／編 濱本真輔／編,明石書店,20211227,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11964922,
4562071818,緯度を測った男たち : 18世紀、世界初の国際科学遠征隊の記録,"Crane,Nicholas,1954- 上京,恵",原書房,202205,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14825977,
4562071826,古代ワインの謎を追う : ワインの起源と幻の味をめぐるサイエンス・ツアー,"Begos,Kevin(KevinPaul) 矢沢,聖子,1951-",原書房,202206,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14825988,
4335358857,情報刑法 1,"鎮目,征樹,1973- 西貝,吉晃,1981- 北條,孝佳 荒木,泰貴 遠藤,聡太 ほか",弘文堂,202206,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14845318,
4760154426,攻撃される知識の歴史 : なぜ図書館とアーカイブは破壊され続けるのか,"Ovenden,Richard 五十嵐,加奈子",柏書房,202205,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14388409,
4254163584,地図の事典,"森田,喬,1946- 日本地図学会(2013年)",朝倉書店,202111,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC1086554X,
4623093891,政策にエビデンスは必要なのか : EBPMと政治のあいだ,"杉谷,和哉,1990-",ミネルヴァ書房,202203,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14121657,
4254122675,標準ベイズ統計学,"Hoff,PeterD 入江,薫,1987- 菅澤,翔之助,1990- 橋本,真太郎,1987-",朝倉書店,202206,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC15047731,
4814003013,学術書を読む,鈴木哲也／著,京都大学学術出版会,20201010,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC03010199,
4472406012,サブカルチャーを消費する,貞包英之／著,玉川大学出版部,20211201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11286515,
4588011227,肥満男子の身体表象,サンダー・Ｌ・ギルマン／著 小川公代／訳 小澤央／訳,法政大学出版局,20200928,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC02849231,
4815809445,質的研究の考え方,大谷尚／著,名古屋大学出版会,20190403,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27930842,
4812221250,コロナ禍を生きる大学生 : 留学中のパンデミック経験を語り合う,"北野,真帆 内藤,直樹,1974-",昭和堂,202205,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14196612,
4873119790,Pythonからはじめるアルゴリズムトレード : 自動売買の基礎と機械学習の本格導入に向けたPythonプログラミング,"Hilpisch,YvesJ 村上,振一郎",オーム社 (発売),202204,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13887538,
4792414962,伝承文学を学ぶ,"小川,直之,1953- 大石,泰夫,1959- 服部,比呂美 飯倉,義之,1975-",清文堂出版,202112,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12912593,
4621045938,いかにして問題をとくか,"ポリア,ジョージ 柿内賢信",丸善,1954-01,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA68198479,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784621045930&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4152093854,国家はなぜ衰退するのか : 権力・繁栄・貧困の起源 下,"Acemoglu,Daron,1967- Robinson,JamesA.,1960- ほか",早川書房,201306,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB12774120,
4152093846,国家はなぜ衰退するのか : 権力・繁栄・貧困の起源 上,"Acemoglu,Daron,1967- Robinson,JamesA.,1960- ほか",早川書房,201306,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB12774120,
4065178029,統計モデルと推測 = Statistical Model and Inference,"松井,秀俊 小泉,和之 竹村,彰通,1952-",講談社,201911,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2925786X,
462106231X,確率論的リスク解析,"T. ベッドフォード,Bedford, T.,Cooke, Roger,金野, 秀敏,",丸善出版,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB10681878,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784621062319&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4787234528,趣味とジェンダー,神野由紀／編著 辻泉／編著 飯田豊／編著,青弓社,20190618,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2833261X,
4065280869,基礎からわかる論文の書き方,"小熊,英二,1962-",講談社,202205,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14601765,
4130802569,記号と再帰　新装版,田中久美子／著,東京大学出版会,20170401,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23562780,
4757143605,古典の中の地球儀 : 海外から見た日本文学,"荒木,浩,1959-",NTT出版,202203,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13499266,
4393332385,知能低下の人類史 : 忍び寄る現代文明クライシス,"Dutton,Edward,1980- WoodleyofMenie,MichaelA.,1984- ほか",春秋社,202110,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC1058003X,
4863134894,愛書狂の本棚 : 異能と夢想が生んだ奇書・偽書・稀覯書,"Brooke-Hitching,Edward 髙作,自子",日経BPマーケティング (発売),202203,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13427083,
4326152176,合理的な愚か者 : 経済学=倫理学的探究,"Sen,Amartya,1933- 大庭,健,1946-2018 川本,隆史,1951-",勁草書房,198904,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN0331051X,
4327453072,英語学習の科学 : Q&A,"中田,達也 鈴木,祐一",研究社,202204,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14183100,
4480091998,贈与論,マルセル・モース／著 吉田禎吾／翻訳 江川純一／翻訳,筑摩書房,20090201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA89082450,
4532324483,ANTHRO VISION : 人類学的思考で視るビジネスと世界,"Tett,Gillian,1967- 土方,奈美",日経BPマーケティング (発売),202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12402473,
4560097305,大学教授のように小説を読む方法,"Foster,ThomasC 矢倉,尚子,1951-",白水社,201911,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29127536,
4779514614,「趣味に生きる」の文化論 : シリアスレジャーから考える,"宮入,恭平 杉山,昂平",ナカニシヤ出版,202104,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06739698,
4130633740,数理は世界を創造できるか,横倉祐貴／著 ジェフリフォーセット／著 土井琢身／著 瀧雅人／著 初田哲男／編集 坪井俊／編集,東京大学出版会,20210601,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC07548265,
4622090376,刑務所の精神科医 : 治療と刑罰のあいだで考えたこと,"野村,俊明",みすず書房,202109,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC09728257,
4622088169,専門知は、もういらないのか : 無知礼賛と民主主義,"Nichols,ThomasM.,1960- 高里,ひろ",みすず書房,201907,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28556741,
4790716244,新プラトン主義を学ぶ人のために,"水地,宗明,1928- 山口,義久,1949- 堀江,聡,1958-",世界思想社,201405,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15431095,
4065142601,オカルティズム : 非理性のヨーロッパ,"大野,英士,1956-",講談社,201812,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27366580,
479071229X,フランス中世文学を学ぶ人のために,"原野,昇,1943-",世界思想社,200702,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA79849149,
4326102160,文化系統学への招待 = An Introduction to Cultural Phylogenetics : 文化の進化パターンを探る,"中尾,央,1982- 三中,信宏,1958-",勁草書房,201205,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB09272113,
4562059095,図説魔女の文化史,"DuChéné,Céline 蔵持,不三也,1946-",原書房,202104,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC06202367,
4526077259,メカ屋のための脳科学入門 続,"高橋,宏知,1975-",日刊工業新聞社,201707,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2096429X,
4873119693,実用Go言語 : システム開発の現場で知っておきたいアドバイス,"渋川,よしき 辻,大志郎,1990- 真野,隼記,1986-",オーム社 (発売),202204,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14200050,
4873119820,ソフトウェアアーキテクチャの基礎 : エンジニアリングに基づく体系的アプローチ,"Richards,Mark(W.Mark) Ford,Neal 島田,浩二",オーム社 (発売),202203,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13216190,
4535558167,計量経済学 : ミクロデータ分析へのいざない,"末石,直也,1979-",日本評論社,201507,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB19125614,
4065274850,現代思想入門,"千葉,雅也",講談社,202203,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13481227,
4535789576,代数学のレッスン = Lessons in Algebra : 計算体験を重視する入門,"雪田,修一,1954-",日本評論社,202204,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC14135877,
4790716368,現代文化を学ぶ人のために,"井上,俊,1938-",世界思想社,201408,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB16206979,
4787233289,ひとはなぜ乳房を求めるのか,山崎明子／著 黒田加奈子／著 池川玲子／著 新保淳乃／著 千葉慶／著,青弓社,20110820,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB06493105,
4909658149,ネット文化資源の読み方・作り方,岡田一祐／著,文学通信,20190810,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28729533,
4862464505,AlphaZero深層学習・強化学習・探索 人工知能プログラミング実践入門,"布留川,英一,1975-",ボーンデジタル,201906,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28462987,
4627856512,Pythonで学ぶ解析表現文法と構文解析 = Parsing Expression Grammar and Syntax Analysis,"倉光,君郎",森北出版,202202,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13001682,
4768704727,入門入門群論 : 代数的構造への第一歩,"石谷,茂,1913-",現代数学社,201706,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23969653,
4320110390,計算で身につくトポロジー = Introduction to Topology,"阿原,一志",共立出版,201307,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB13023972,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784320110397&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4535787557,数学ビギナーズマニュアル : これだけは知っておきたい,"佐藤,文広,1949-",日本評論社,201402,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15032497,
4563011029,ヴィジュアル複素解析,"Needham,Tristan 今吉,洋一,1947-",培風館,200201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA55251262,
4490210639,迷宮と迷路の文化史,"Matthews,W.H.,1882-1948 和泉,雅人,1951- 宇沢,美子,1958-",東京堂出版,202202,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12656212,
4327452831,文芸翻訳教室,"越前,敏弥,1961-",研究社,201804,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26048036,
4627054513,逆数学 : 定理から公理を「証明」する,"Stillwell,John 田中,一之,1955- 川辺,治之",森北出版,201902,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27733604,
4560098883,『その他の外国文学』の翻訳者,白水社,白水社,202202,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12988981,
4336072779,オカルトタロットの歴史 : 1870-1970年,"Decker,Ronald,1943- Dummett,Michael,1925-2011 ほか",国書刊行会,202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13153771,
4562059818,船の食事の歴史物語 : 丸木舟、ガレー船、戦艦から豪華客船まで,"Spalding,Simon 大間知,知子",原書房,202112,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11788557,
456205980X,鉄道の食事の歴史物語 : 蒸気機関車、オリエント急行から新幹線まで,"Quinzio,Jeri 大槻,敦子",原書房,202112,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11788477,
4562059826,空と宇宙の食事の歴史物語 : 気球、旅客機からスペースシャトルまで,"Foss,Richard 浜本,隆三,1979- 藤原,崇,1980-",原書房,202202,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12402790,
4334044654,搾取される研究者たち : 産学共同研究の失敗学,"山田,剛志,1965-",光文社,202003,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29887686,
4004314844,エピジェネティクス : 新しい生命像をえがく,"仲野,徹,1957-",岩波書店,201405,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB15543496,
4044005664,身体の大衆文化 : 描く・着る・歌う,"安井,眞奈美,1967- HernándezHernández,ÁlvaroDavid,1983-",KADOKAWA,202111,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10924900,
4065250455,なぜオナニーはうしろめたいのか,"赤川,学,1967- 小堀,善友,1975- シオリーヌ,1991- 典雅",講談社 (発売),202110,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10723432,
4863542755,組込みエンジニアの教科書 = The textbook of the Embedded engineer,"渡辺,登,pub.2019 牧野,進二",シーアンドアール研究所,201904,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB2814003X,
4106035952,拷問と処刑の西洋史,"浜本,隆志,1944-",新潮社,200712,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA84246517,
4750515183,性表現規制の文化史,白田秀彰／著,亜紀書房,20170724,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB24128859,
4000298739,松坂和夫数学入門シリーズ = Kazuo Matsuzaka's Introduction to Mathematics 3,"松坂,和夫,1927-2012",岩波書店,201811,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB27181144,
4785312092,ルベーグ積分と測度,"山上,滋,1955-",裳華房,202202,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC13003269,
4297125218,問題解決のための「アルゴリズム×数学」が基礎からしっかり身につく本,"米田,優峻,2002-",技術評論社,202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11838746,
4627856415,コンピュータサイエンスにおける様相論理 = Modal Logics in Computer Science,"鹿島,亮",森北出版,202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12324744,
4535067554,佐藤隆三著作集 = The Selected Works of Ryuzo Sato 第5巻,"佐藤,隆三,1931-",日本評論社,201611,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB22622774,
4106038757,怪異猟奇ミステリー全史,"風間,賢二,1953-",新潮社,202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12480488,
4760151710,ユダヤ神話・呪術・神秘思想事典,"Dennis,GeoffreyW 木村,光二,1949-",柏書房,202002,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB29619246,
4326504331,ダメな統計学 : 悲惨なほど完全なる手引書,"Reinhart,Alex,1991- 西原,史暁,1985-",勁草書房,201701,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB22900913,
478531592X,手を動かしてまなぶε-δ論法 = Epsilon-Delta Method,"藤岡,敦",裳華房,202112,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC11951217,
4489021291,入門確率解析とルベーグ積分,"森,真,1948-",東京図書,201206,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB09394642,
4004319102,民俗学入門,"菊地,暁,1969-",岩波書店,202201,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC12229007,
4758910235,現代高等英文法 = An Advanced Grammar of Present-day English : 学習文法から科学文法へ,"八木,克正,1944-",開拓社,202110,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BC10102989,
4320015541,線形代数,"佐武,一郎,1927-2014",共立出版,199704,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA30139466,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784320015548&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1
4297108216,動かしてわかるCPUの作り方10講,"井澤,裕司",技術評論社,201909,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB28696831,
