isbn_or_asin,book_title,author,publisher,published_date,exist_in_sophia
4799325469,越前敏弥の日本人なら必ず誤訳する英文 = English sentences Japanese people always get wrong,"越前敏弥 [著],",ディスカヴァー・トゥエンティワン,"Mon, 30 Sep 2019 09:00:00 +0900",No
4596551537,スパイダー・ネットワーク : 金融史に残る詐欺事件-LIBORスキャンダルの全内幕,"Enrich,David,1979- 高崎,拓哉,1979-",ハーパーコリンズ・ジャパン,202003,No
4296105353,みずほ銀行システム統合、苦闘の19年史 : 史上最大のITプロジェクト「3度目の正直」,"山端,宏実 岡部,一詩 中田,敦,1975-",日経BPマーケティング,202002,No
4047358533,クトゥルフの呼び声 = THE CALL OF CTHULHU : ラヴクラフト傑作集,"Lovecraft,HowardPhillips,1890-1937 田邊,剛,1975-",KADOKAWA,201912,No
4047299111,魔犬 = THE HOUND and Other Stories : ラヴクラフト傑作集,"田邊,剛,1975-",KADOKAWA,201409,No
4047352888,時を超える影 : ラヴクラフト傑作集 1,"Lovecraft,HowardPhillips,1890-1937 田邊,剛,1975-",KADOKAWA,201808,No
4047308048,異世界の色彩 = THE COLOUR OUT OF SPACE : ラヴクラフト傑作集,"田邊,剛,1975-",KADOKAWA,201510,No
4047283169,狂気の山脈にて = AT THE MOUNTAINS OF MADNESS : ラヴクラフト傑作集 1,"田邊,剛,1975-",KADOKAWA,201610,No
448009637X,居酒屋の誕生,飯野亮一／著,筑摩書房,20140801,No
4480433600,幕末単身赴任　下級武士の食日記　増補版,青木直己／著,筑摩書房,20160907,No
4065163188,未知なるカダスを夢に求めて,"Lovecraft,HowardPhillips,1890-1937 森瀬,繚,1972-",講談社,201909,No
4908468141,絶対に解けない受験世界史2,稲田義智／著,パブリブ,20170810,No
4784511016,絶対に解けない受験世界史 : 悪問・難問・奇問・出題ミス集,"稲田義智 著,",社会評論社,"Mon, 27 Oct 2014 09:00:00 +0900",No
4061595180,常陸国風土記 : 全訳注,"秋本,吉徳,1947-",講談社,200110,No
4061598066,シャルルマーニュ伝説 : 中世の騎士ロマンス,"Bulfinch,Thomas,1796-1867 市場,泰男,1924-2016",講談社,200702,No
4150505489,行動経済学の逆襲 下,"Thaler,RichardH,1945- 遠藤,真美,1963-",早川書房,201910,No
4150505470,行動経済学の逆襲 上,"Thaler,RichardH,1945- 遠藤,真美,1963-",早川書房,201910,No
4166612417,総会屋とバブル,"尾島,正洋,1966-",文藝春秋,201911,No
4775300350,魔導具事典,"山北,篤,1960- 稲葉,義明,1970-",新紀元社,200112,No
4778316681,信長名鑑,"姫川,榴弾",太田出版,201911,No
4041035511,旧談,"根岸,守信,1737-1815 京極,夏彦,1963-",KADOKAWA,201601,No
4795244731,妖怪現わる : 現代妖怪談義,"中山市朗 著,中山, 市朗, 1959-,",遊タイム出版,"Tue, 20 Sep 1994 09:00:00 +0900",No
4758013241,拘束少女絵巻 学園編,,一迅社,201307,No
4758014140,拘束少女絵巻,,一迅社,"Fri, 16 Jan 2015 09:00:00 +0900",No
4758013624,拘束少女絵巻 日本の歴史編,,一迅社,201404,No
4758014809,体育少女拘束絵巻,,一迅社,201602,No
4758012652,拘束少女絵巻 高潔編,,一迅社,201204,No
4758012113,拘束少女絵巻,,一迅社,201102,No
4837309127,モダリーナのファッションパーツ図鑑 : デザインの用語や特徴がイラストでわかる,"溝口,康彦 福地,宏子 數井,靖子",マール社,201907,No
4774198765,エンジニアの知的生産術 : 効率的に学び、整理し、アウトプットする,"西尾,泰和",技術評論社,201808,No
4122065607,本で床は抜けるのか,"西牟田,靖,1970-",中央公論新社,201803,No
4041059291,外国人ヒットマン,"一橋,文哉",KADOKAWA,201909,No
4905158680,FANZA BOOK,FANZA／監修,スモール出版,20190730,No
4860114248,立体交差 : ジャンクション,"大山,顕",本の雑誌社,201902,No
4044000999,官能小説の奥義,"永田,守弘,1933-",KADOKAWA,201604,No
4331607739,特捜女刑事官,"竜 一京/著,",広済堂出版,,No
4062633604,アトポス,"島田,荘司,1948-",講談社,199610,No
4062632861,眠れぬ夜の殺人,"岡嶋二人 [著],岡嶋, 二人,",講談社,"Tue, 28 Jan 1997 09:00:00 +0900",No
4048529080,それをなすもの : 「新世紀エヴァンゲリオン」コンセプトデザインワークス,"山下,いくと,1965-",角川書店ニュータイプ,199803,No
4791761030,天使の世界,"マルコム・ゴドウィン 著,大瀧啓裕 訳,Godwin, Malcolm,大滝, 啓裕, 1952-,",青土社,"Wed, 01 Dec 2004 09:00:00 +0900",No
4903713016,新世紀エヴァンゲリオン原画集 ,,,2000-12-22,No
4903713040,Groundwork of Evangelion The Movie 1,,,2001,No
4903713008,新世紀エヴァンゲリオン原画集,Gainax／著 庵野秀明／監修,ガイナックス,2000-10-14,No
4903713024,新世紀エヴァンゲリオン原画集 ,,,2001-03-30,No
4903713059,Groundwork of Evangelion The Movie 2,,,2001,No
4846008355,ヴァイブレーターの文化史,レイチェル・P・メインズ／著 佐藤雅彦／訳,論創社,20100120,No
4905033071,新世紀エヴァンゲリオンTVアニメーション設定資料集2015 edition,,グラウンドワークス,201508,No
4760150072,「舞姫」の主人公をバンカラとアフリカ人がボコボコにする最高の小説の世界が明治に存在したので20万字くらいかけて紹介する本,"山下泰平著,山下, 泰平,",柏書房,,No
4801303722,文豪たちの悪口本 文豪たちの悪口本,彩図社文芸部／編,彩図社,20190524,No
4756250122,陰翳礼讃,"谷崎,潤一郎,1886-1965 大川,裕弘",パイインターナショナル,201801,No
4905033209,ヱヴァンゲリヲン新劇場版: 破全記録全集 : 設定資料版,"庵野秀明 企画・監修,轟木一騎 構成・編集,三好寛, 田渕浩久, 神村典子 編,轟木, 一騎,","カラー,グラウンドワークス","Sat, 23 Oct 2021 09:00:00 +0900",No
4905033195,ヱヴァンゲリヲン新劇場版: 破全記録全集 : ビジュアルストーリー版,"庵野秀明 企画・監修,轟木一騎 構成・編集,三好寛, 田渕浩久, 神村典子 編,轟木, 一騎,","カラー,グラウンドワークス","Wed, 14 Apr 2021 09:00:00 +0900",No
4905033187,ヱヴァンゲリヲン新劇場版: 序全記録全集 : ビジュアルストーリー版・設定資料版,"庵野秀明 企画・監修,轟木一騎 構成・編集,三好寛, 田渕浩久, 神村典子 編,轟木, 一騎,","カラー,グランドワークス","Wed, 25 Sep 2019 09:00:00 +0900",No
4596550751,否定と肯定 : ホロコーストの真実をめぐる闘い,"Lipstadt,DeborahE 山本,やよい,1949-",ハーパーコリンズ・ジャパン,201711,No
4327452920,英文解体新書 : 構造と論理を読み解く英文解釈,,研究社,201907,No
4791769015,キャラの思考法 : 現代文化論のアップグレード,"さやわか,1974-",青土社,201512,No
4480092781,魔術的リアリズム : メランコリーの芸術,"種村季弘 著,種村, 季弘, 1933-2004,",筑摩書房,"Fri, 09 Apr 2010 09:00:00 +0900",No
4022505273,サザエさんパンダを見に行く : サザエさんをさがして その4,朝日新聞社,朝日新聞出版,200901,No
4022503556,またまたサザエさんをさがして,朝日新聞社,朝日新聞社,200711,No
4022502479,サザエさんをさがして その2,朝日新聞社,朝日新聞社,200612,No
402250076X,サザエさんをさがして,朝日新聞社,朝日新聞社,200512,No
4480098003,美少女美術史 人々を惑わせる究極の美,池上英洋／著 荒井咲紀／著,筑摩書房,20170606,No
4480096523,残酷美術史,池上英洋／著,筑摩書房,20141201,No
4480096515,官能美術史,池上英洋／著,筑摩書房,20141101,No
4865650075,『宅間守　精神鑑定書』を読む,飢餓陣営・佐藤幹夫／編,言視舎,20141225,No
4750513105,宅間守 精神鑑定書,岡江晃／著,亜紀書房,20130527,No
4167174057,うつくしい子ども,"石田,衣良,1960-",文藝春秋,200112,No
4101306354,残虐記,"桐野,夏生,1951-",新潮社,200708,No
4344410300,銀行籠城,"新堂冬樹 [著],新堂, 冬樹, 1966-,",幻冬舎,"Mon, 14 Apr 2008 09:00:00 +0900",No
4062748851,魔笛,"野沢,尚,1960-2004",講談社,200409,No
0582237521,Longman dictionary of common errors,"N D Turton and J B Heaton,Turton, Nigel D.,Heaton, J. B. (John Brian),",Longman,,No
4905325137,現代アニメ「超」講義,,第二次惑星開発委員会／PLANETS,20190630,No
4768308856,ヒロイン専用スーツ・武器の作りかた = HOW TO MAKE HEROINE SUITS AND WEAPONS,"西脇,直人,1971- 梅森,充 桜田,美和子",玄光社,201708,No
4314000430,幻想芸術,"Brion,Marcel 坂崎,乙郎",紀伊國屋書店,196805,No
456205669X,失われた芸術作品の記憶,"Charney,Noah 服部,理佳",原書房,201906,No
4480082344,グレン・グールド　孤独のアリア,ミシェル・シュネデール／著 千葉文夫／翻訳,筑摩書房,19950101,No
4480093133,グレン・グールドは語る,グレン・グールド／著 ジョナサン・コット／著 宮澤淳一／翻訳,筑摩書房,20101001,No
404892477X,姉なるもの = The sister of the woods with a Thousand Young 1,"飯田,ぽち",KADOKAWA,201612,No
4320113802,動く曲線の数値計算 = Numerical computation of moving plane curves,"矢崎,成俊",共立出版,201907,No
4758013551,川村敏江東映アニメーションプリキュアワークス = KAWAMURA TOSHIE TOEI ANIMATION PRECURE WORKS,"川村,敏江",一迅社,201402,No
4758014221,高橋晃東映アニメーションプリキュアワークス = TAKAHASHI AKIRA TOEI ANIMATION PRECURE WORKS,"高橋,晃,1971-",一迅社,201503,No
4758015155,香川久東映アニメーションプリキュアワークス = KAGAWA HISASHI TOEI ANIMATION PRECURE WORKS,"香川,久,1963-",一迅社,201608,No
4758016364,宮本絵美子東映アニメーションプリキュアワークス = MIYAMOTO EMIKO TOEI ANIMATION PRECURE WORKS,"宮本絵美子 画,東映アニメーション株式会社 監修,宮本, 絵美子,","一迅社,講談社","Thu, 11 Jul 2019 09:00:00 +0900",No
4815006555,Not_found_in_GoogleBooks,Not_found_in_GoogleBooks,Not_found_in_GoogleBooks,Not_found_in_GoogleBooks,No
433605777X,定本何かが空を飛んでいる,"稲生,平太郎,1954-",国書刊行会,201311,No
4802611927,"Pythonによるスクレイピング&機械学習〈開発テクニック〉 : Scrapy,BeautifulSoup,scikit-learn,TensorFlowを使ってみよう",クジラ飛行机,ソシム,201901,No
4774176435,あなたの知らない超絶技巧プログラミングの世界,"遠藤,侑介",技術評論社,201510,No
4861823730,フェティシズム全書,ジャン・ストレフ／著 加藤雅郁／翻訳 橋本克己／翻訳,作品社,20160510,No
,INVALID_ISBN,INVALID_ISBN,INVALID_ISBN,INVALID_ISBN,No
4622015994,攻撃 : 悪の自然誌,"Lorenz,Konrad,1903-1989 日高,敏隆,1930-2009 久保,和彦,1928-1989",みすず書房,198504,No
4022613440,長谷川町子思い出記念館,"長谷川,町子,1920-1992",朝日新聞社,200108,No
4861008670,"GUMI GRAPHIXXX : The virtual vocalist ""GUMI"" is the character of VOCALOID Megpoid. : GUMI 5th Anniversary Official Art Book",,ビー・エヌ・エヌ新社,201402,No
410610704X,フィリピンパブ嬢の社会学,"中島,弘象,1989-",新潮社,201702,No
4873114985,子どもが体験するべき50の危険なこと,"Tulley,Gever Spiegler,Julie 金井,哲夫,1958-",オーム社,201105,No
4873117518,Make:Analog Synthesizers,"Wilson,Ray,-2016 斉田,一樹,1981- 小池,実,1968- 高橋,達也,1982-",オーム社,201703,No
4652077904,スパイガール,"アリー・カーター 作,橋本恵 訳,Carter, Ally,橋本, 恵, 1964-,",理論社,"Mon, 11 Jul 2022 09:00:00 +0900",No
4479750479,魔女論 : なぜ空を飛び、人を喰うか,"大和,岩雄,1928-",大和書房,201110,No
4560096392,ヨーロッパ中世象徴史,"Pastoureau,Michel,1947- 篠田,勝英,1948-",白水社,201805,No
4837957765,全図解アメリカ海軍SEALのサバイバル・マニュアル,"Emerson,Clint 小林,朋子",三笠書房,201703,No
4837957854,全図解アメリカ海軍SEALのサバイバル・マニュアル 災害・アウトドア編,"Emerson,Clint 竹花,秀春",三笠書房,201712,No
4576180975,恐い間取り : 事故物件怪談,"松原,タニシ,1982-",二見書房,201807,No
4562040971,実戦スパイ技術ハンドブック,"Davies,Barry,1944- 伊藤,綺",原書房,200709,No
4480096302,数学をいかに教えるか,志村五郎／著,筑摩書房,20140801,No
4891004568,コードコンプリート : 完全なプログラミングを目指して : マイクロソフト公式 下,"McConnell,Steve クイープ",日経BP出版センター,200503,No
489100455X,コードコンプリート : 完全なプログラミングを目指して : マイクロソフト公式 上,"McConnell,Steve クイープ",日経BP出版センター,200503,No
4062922177,醒睡笑 : 全訳注,"安楽庵,策伝,1554-1642 宮尾,与男,1948-",講談社,201402,No
4061399659,ビアンカ・オーバーステップ 下,"筒城,灯士郎,1989-",講談社,201703,No
4061399640,ビアンカ・オーバーステップ 上,"筒城,灯士郎,1989-",講談社,201703,No
4434133632,Let Over Lambda : Edition 1.0,"Hoyte,Doug タイムインターメディア",星雲社,200907,No
4065141974,這い寄る混沌,"Lovecraft,HowardPhillips,1890-1937 森瀬,繚,1972-",講談社,201811,No
