isbn_or_asin,book_title,author,publisher,published_date,utokyo_opac
4627079214,"これからの線形代数 = Linear Algebra : 3重対角化,特異値分解,一般逆行列","藤岡,敦",森北出版,202412,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09921367
4065383153,ヴォイニッチ写本 : 世界一有名な未解読文献にデータサイエンスが挑む 323 (星海社新書),"安形,麻理 安形,輝",講談社,202412,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09925572
110759166X,Academic Vocabulary in Use Edition with Answers,"Michael McCarthy,Felicity O'Dell",Cambridge University Press,2016-02-12,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB21205308
4130603256,質感科学ハンドブック = HANDBOOK OF SHITSUKAN SCIENCE,"小松,英彦,1952- 富永,昌治 西田,眞也",東京大学出版会,202501,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD10130529
4004320364,論理的思考とは何か 2036 (岩波新書 新赤版),"渡辺,雅子,1960-",岩波書店,202410,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09125485
4048930621,深層学習,"Goodfellow,Ian Bengio,Yoshua Courville,Aaron ほか",KADOKAWA,201802,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB25655758
4642039317,夜更かしの社会史 : 安眠と不眠の日本近現代,"近森,高明 右田,裕規",吉川弘文館,202402,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD05522290
4469042412,大修館英語学事典,"松浪,有 池上,嘉彦 今井,邦彦",大修館書店,198307,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BN00086599
4004320380,象徴天皇の実像 「昭和天皇拝謁記」を読む (岩波新書 ； 新赤版 2038),原武史,岩波書店,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09125827
4582764975,「定本」発禁本 : 書物とその周辺 (平凡社ライブラリー. Offシリーズ),"城,市郎,1922-2016",平凡社,200404,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA66663840
4787233076,夜食の文化誌 (青弓社ライブラリー　62),西村大志／編著,青弓社,20100117,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB00878297
4867800570,西洋文学にみる魔術の系譜,田中千惠子／著・編集,小鳥遊書房,20241210,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09952010
4422202340,「図説」アラビア文字事典,"Mandel, Gabriele,矢島, 文夫, 1928-2006,緑, 慎也, 1976-,ガブリエル・マンデル・ハーン 著,矢島文夫 監修,緑慎也 訳",創元社,"Wed, 14 Feb 2024 18:57:39 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA68923986
4153400335,ネット怪談の民俗学 (ハヤカワ新書),廣田龍平,,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09309105
4757142846,謎のチェス指し人形「ターク」,"Standage,Tom,1969- 服部,桂,1951-",NTT出版,201112,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB0778166X
4867800252,ハートの図像学,須藤温子／監修 木村三郎／著・編集 植月惠一郎／著・編集,小鳥遊書房,20240510,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD07051989
4130629573,線形代数の世界 抽象数学の入り口 (大学数学の入門),斎藤毅／著,東京大学出版会,20071001,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA83455475
4621061623,対称性からの群論入門,"Armstrong,M.A.(MarkAnthony) 佐藤,信哉",丸善出版,201205,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB09647806
4320111664,共立講座数学の魅力. 11,"新井,仁之,1959- 小林,俊行,1962- 斎藤,毅,1961- 久保川,達也,1959-",共立出版,201704,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB23387239
4764905671,計算折り紙入門 = Introduction to Computational Origami : あたらしい計算幾何学の世界,"上原,隆平",近代科学社,201806,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB26359193
4336076456,物語要素事典,神山重彦,国書刊行会,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09290051
4297138891,LATEX美文書作成入門,"奥村,晴彦,1951- 黒木,裕介,1982-",技術評論社,202312,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD04793011
4297145464,［作って学ぶ］ブラウザのしくみ──HTTP、HTML、CSS、JavaScriptの裏側,土井麻未,技術評論社,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD0948059X
