isbn_or_asin,book_title,author,publisher,published_date,utokyo_opac
4839973490,詳解セキュリティコンテスト : CTFで学ぶ脆弱性攻略の技術 / Compass Security,"梅内, 翼,清水, 祐太郎,藤原, 裕大,前田, 優人,米内, 貴志,渡部, 裕,梅内翼, 清水祐太郎, 藤原裕大, 前田優人, 米内貴志, 渡部裕 著",マイナビ出版,"Tue, 17 Aug 2021 18:18:49 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BC08654100
4991119006,数理物理研究 1,"田中, 俊行,小西, 巌,相原, 典明,横山, 賢, 1952-,片桐, 奏羽, 1977-,近藤, 弘, pub. 2020,田中俊行, 小西巌, 相原典明, 横山賢, 片桐奏羽, 近藤弘 著",数理物理出版会,"Tue, 23 May 2023 21:59:32 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BC0230872X
4839965412,将棋AIで学ぶディープラーニング : 人より強い将棋プログラムを作る!,"山岡, 忠夫,山岡忠夫 著",マイナビ出版,"Fri, 27 Apr 2018 18:46:01 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB25933985
4798106577,教科書には載らないニッポンのインターネットの歴史教科書 / NT2X,"ばるぼら,ばるぼら 著",翔泳社,"Fri, 10 Jun 2005 22:33:52 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA72043261
430946730X,ヒーラ細胞の数奇な運命 : 医学の革命と忘れ去られた黒人女性 / 河出文庫 ; ス4-1,"Skloot, Rebecca, 1972-,中里, 京子, 1955-,レベッカ・スクルート 著,中里京子 訳",河出書房新社,"Sat, 19 Mar 2022 00:50:36 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BC06045225
4065225450,異端審問 / 講談社学術文庫 ; 2648,"渡辺, 昌美, 1930-2016,渡邊昌美 [著]",講談社,"Wed, 3 Mar 2021 01:48:24 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BC05492192
4621061860,"暗号理論入門 : 暗号アルゴリズム, 署名と認証, その数学的基礎","Buchmann, Johannes,林, 芳樹,J.A.ブーフマン著 ; 林芳樹訳",丸善出版,"Sun, 22 Dec 2024 00:00:10 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB09415618
4480864369,テキヤと社会主義 : 1920年代の寅さんたち,"猪野, 健治, 1933-,猪野健治 著",筑摩書房,"Sat, 30 May 2015 01:18:49 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB18268048
4297112744,スペースキーで見た目を整えるのはやめなさい : 8割の社会人が見落とす資料作成のキホン,四禮静子 著,技術評論社,"Wed, 26 Aug 2020 01:46:16 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB31007140
4797386673,この一冊で全部わかるネットワークの基本 / Informatics & IDEA. イラスト図解式 : わかりやすさにこだわった,"福永, 勇二, 1966-,福永勇二 著",SBクリエイティブ,"Thu, 9 Jun 2016 18:45:10 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB2113951X
4044006202,自閉症は津軽弁を話さない : 自閉スペクトラム症のことばの謎を読み解く / 角川ソフィア文庫 ; L129-1,"松本, 敏治, 1957-,松本敏治 [著]",KADOKAWA,"Tue, 19 Jul 2022 19:19:10 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BC02608461
4778315928,エロマンガ表現史,"稀見, 理都,稀見理都 著",太田出版,"Wed, 20 Jun 2018 20:56:16 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB24825444
4404042167,最新日本古代史の論争51,"新人物往来社,『歴史読本』編集部 編",新人物往来社,"Sat, 6 Oct 2012 01:25:30 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB10066312
4873119200,生成Deep Learning : 絵を描き、物語や音楽を作り、ゲームをプレイする,"Foster, David,松田, 晃一, 1960-,小沼, 千絵,David Foster 著,松田晃一, 小沼千絵 訳",[object Object],"Thu, 12 Nov 2020 20:03:39 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BC02850638
4297116014,揚げて炙ってわかるコンピュータのしくみ,"秋田, 純一, 1970-,秋田純一 著",技術評論社,"Wed, 7 Oct 2020 01:41:00 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BC01978294
4309463037,人間はどこまで耐えられるのか / 河出文庫,"Ashcroft, Frances M, 1952-,矢羽野, 薫, 1969-,F.アッシュクロフト 著,矢羽野薫 訳",河出書房新社,"Wed, 11 Jun 2008 01:59:05 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA86186686
483188779X,なぜ人はカルトに惹かれるのか : 脱会支援の現場から,"瓜生, 崇, 1974-,瓜生崇 著",法藏館,"Wed, 18 Nov 2020 20:21:49 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB30528920
4385107564,世界音声記号辞典,"Pullum, Geoffrey K, 1945-,Ladusaw, William A, 1952-,土田, 滋, 1934-,福井, 玲, 1957-,中川, 裕, 1960-,ジェフリー・K.プラム, ウィリアム・A.ラデュサー 著,土田滋, 福井玲, 中川裕 訳",三省堂,"Mon, 10 Jul 2023 22:30:10 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA62060333
4062922819,最暗黒の東京 / 講談社学術文庫 ; 2281,"松原, 岩五郎, 1866-1935,松原岩五郎 [著]",講談社,"Thu, 19 Mar 2015 00:59:12 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB1794211X
448009993X,叙任権闘争 / ちくま学芸文庫 ; フ43-1,"Fliche, Augustin, 1884-1951,野口, 洋二, 1933-,オーギュスタン・フリシュ 著,野口洋二 訳",筑摩書房,"Fri, 16 Oct 2020 00:33:32 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB31461406
4588140051,中世の食生活 : 断食と宴 / 叢書・ウニベルシタス ; 378,"Henisch, Bridget Ann, 1932-,藤原, 保明, 1946-,ブリジット・アン・ヘニッシュ [著],藤原保明 訳",法政大学出版局,"Thu, 10 Sep 2015 01:24:01 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB18095915
476490408X,"アルゴリズムイントロダクション : 世界標準MIT教科書 総合版 (第1巻+第2巻+精選トピックス〈第1～35章,付録〉)","Cormen, Thomas H,Leiserson, Charles Eric,Rivest, Ronald L,浅野, 哲夫, 1949-,岩野, 和生,梅尾, 博司, 1949-,T.コルメン, C.ライザーソン, R.リベスト, C.シュタイン 共著,浅野哲夫, 岩野和生, 梅尾博司, 山下雅史, 和田幸一 共訳",近代科学社,"Mon, 20 Jan 2014 20:52:35 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB14321546
477419607X,試して理解Linuxのしくみ : 実験と図解で学ぶOSとハードウェアの基礎知識,"武内, 覚,武内覚 著",技術評論社,"Wed, 28 Mar 2018 20:37:16 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB25526074
4296105353,みずほ銀行システム統合、苦闘の19年史 : 史上最大のITプロジェクト「3度目の正直」,"山端, 宏実,岡部, 一詩,中田, 敦, 1975-,山端宏実, 岡部一詩, 中田敦, 大和田尚孝, 谷島宣之 著",[object Object],"Mon, 9 Mar 2020 18:35:13 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB29707944
4061595180,常陸国風土記,"秋本, 吉徳,秋本吉徳全訳注",講談社,"Sun, 22 Dec 2024 00:00:10 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA55041474
4061598066,シャルルマーニュ伝説 : 中世の騎士ロマンス / 講談社学術文庫,"Bulfinch, Thomas, 1796-1867,市場, 泰男, 1924-2016,トマス・ブルフィンチ [著],市場泰男 訳",講談社,"Tue, 4 Jul 2023 18:36:21 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA80605221
4774198765,エンジニアの知的生産術 : 効率的に学び、整理し、アウトプットする / WEB+DB PRESS plusシリーズ,"西尾, 泰和,西尾泰和 著",技術評論社,"Wed, 29 Aug 2018 01:01:42 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB26637489
4860114248,立体交差 : ジャンクション,"大山, 顕,大山顕 著",本の雑誌社,"Tue, 12 Mar 2019 01:15:45 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB27864158
4846008355,ヴァイブレーターの文化史 : セクシュアリティ・西洋医学・理学療法,"Maines, Rachel, 1950-,佐藤, 雅彦, 1957-,レイチェル・P.メインズ 著,佐藤雅彦 訳",論創社,"Fri, 14 Dec 2018 07:07:36 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB00827933
4791769015,キャラの思考法 : 現代文化論のアップグレード,"さやわか, 1974-,さやわか 著",青土社,"Wed, 17 Feb 2016 00:55:00 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB20350990
4480092781,魔術的リアリズム : メランコリーの芸術 / ちくま学芸文庫 ; タ4-2,"種村, 季弘, 1933-2004,種村季弘 著",筑摩書房,"Sat, 10 Apr 2010 00:46:19 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB01202362
4167174057,うつくしい子ども / 文春文庫,"石田, 衣良, 1960-,石田衣良 著",文藝春秋,"Tue, 26 Feb 2002 00:04:00 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA54785181
4314000430,,マルセル・ブリヨン [著] ; 坂崎乙郎訳,[object Object],,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BN04841271
4480093133,グレン・グールドは語る / ちくま学芸文庫 ; ク19-1,"Gould, Glenn, 1932-1982,Cott, Jonathan,宮沢, 淳一, 1963-,グレン・グールド, ジョナサン・コット 著,宮澤淳一 訳",筑摩書房,"Wed, 8 Dec 2010 18:58:32 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB03476507
4774176435,あなたの知らない超絶技巧プログラミングの世界,"遠藤, 侑介,遠藤侑介 著",技術評論社,"Sat, 14 Nov 2015 01:28:01 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB19571008
4622015994,攻撃 : 悪の自然誌,"Lorenz, Konrad, 1903-1989,日高, 敏隆, 1930-2009,久保, 和彦, 1928-1989,コンラート・ローレンツ 著,日高敏隆, 久保和彦 共訳",みすず書房,"Sat, 23 Jan 2010 08:59:59 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BN0041886X
4479750479,魔女論 : なぜ空を飛び、人を喰うか,"大和, 岩雄, 1928-2021,大和岩雄 著",大和書房,"Mon, 29 Jan 2024 23:33:52 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB06978410
4891004568,コードコンプリート : 完全なプログラミングを目指して : マイクロソフト公式 下,"McConnell, Steve,クイープ,Steve McConnell 著,クイープ 訳",[object Object],"Tue, 6 Oct 2009 18:37:59 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA7176045X
4062922177,醒睡笑,"安楽庵, 策伝,宮尾, 與男,安楽庵策伝 [著] ; 宮尾與男訳注",講談社,"Sun, 22 Dec 2024 00:00:10 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB14787393
4434133632,Let Over Lambda : Edition 1.0,"Hoyte, Doug,タイムインターメディア,ダグ・ホイト 著,タイムインターメディアHOPプロジェクト 訳",[object Object],"Fri, 28 Aug 2009 00:55:17 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA9115019X
