url,title,published_date
https://togetter.com/li/2506056,任侠映画見てたらご飯のシーンで、山盛りのご飯の真ん中だけ少し食べておかわりをしていた→”一膳飯”という作法,2025-02-03T12:31:01+09:00
https://togetter.com/li/2613291,ゼミで学生に『男はつらいよ』を見せると「寅さんが礼儀正しいのに感銘を受けた」という感想が必ず出てくる。寅さんは全く礼儀正しくはないので、面白い感想だなと毎回思う。,2025-10-09T13:08:39+09:00
https://togetter.com/li/2608201,そば湯を知らない読者から「それについて調べたけど蕎麦を茹でたお湯を飲むの...？」という言葉が→地域によってそば湯の認知度は低い？,2025-09-27T18:46:59+09:00
https://togetter.com/li/2608230,大阪2児餓死事件、ルポ漫画を読んでみたら行政へ助けを求めたら「怒られた」と感じ福祉から漏れてしまっていたのが悲惨だった,2025-09-27T20:28:06+09:00
https://togetter.com/li/2338207,『マジンガーZ対けっこう仮面』のワンシーンで語られた「アニメや特撮で慣用句多用する必要」を改めて感じる 岡野剛先生の登場も,2024-03-25T22:35:28+09:00
https://togetter.com/li/2606031,『職人の手作業による調整で製造が続けられてきた製品』の下請け企業側から見た事情→「弊社かと思った」の声が様々な業界から聞こえてきた,2025-09-22T12:37:08+09:00
https://togetter.com/li/1905961,数学研究のために米国にいったらシアトル空港で入国拒否されかけた話…「数学は役に立つ」のオチが秀逸,2022-06-23T18:58:25+09:00
https://togetter.com/li/1613285,回線にまつわる引越しトラブル『光回線入ってますよ→建屋のみで実際VDSL』確認するポイント・改善方法など,2020-10-25T13:49:06+09:00
https://togetter.com/li/2598622,「ここどこか特定できるのかな？」「はい、できます」わずかな手がかりから写真の場所が特定できる事例、ネットリテラシーの教材になりそう,2025-09-05T09:29:21+09:00
https://togetter.com/li/1410850,トップバリュのウィスキーを専門誌が評価→あまりの辛辣さと表現力に笑いが止まらない「一編の詩にも見えてくる」,2019-09-30T12:17:39+09:00
https://togetter.com/li/1620471,「先生が今日外勤先で診察された患者さん、今から搬送されてきますので」医療関係者の苦労がわかる ＃鬼滅のER まとめ,2020-11-09T16:33:39+09:00
https://togetter.com/li/2586681,「Gカップの理想と現実」を描いた比較イラストに“現実のGで十分”と感じる人が続々いた話…だが二次元はロマン,2025-08-08T12:37:17+09:00
https://togetter.com/li/2586137,広陵高校、焼肉きんぐ、竹田くん、フジテレビなどの炎上、どれも非正規手続き、非正規手段で告発された点に正規手続きの機能不全を感じる,2025-08-07T00:15:55+09:00
https://togetter.com/li/2583597,今回の津波に関連して国土交通省のHPを見ていたら、東日本大震災時に津波に遭遇した船長の体験談のまとめ資料があり、津波を外洋でかわせなかった船の必死に最悪の事態を避けようとした姿がすごい,2025-08-01T13:16:31+09:00
https://togetter.com/li/2584468,気象庁の食堂がランチセットは750円なのに夕食セットは550円で、すごく「家に帰れない人のための福利厚生」感,2025-08-03T15:00:30+09:00
https://togetter.com/li/2351944,"""伝統的な""バニーガール衣装で重要なポイントとさまざまなタイプ→経験者による実情語り「ボーンが入っててカチカチ」",2024-04-18T15:36:59+09:00
https://togetter.com/li/2572690,バニースーツ、パンツの上から着ることでそのまま着るよりも破廉恥に見える「原作者が女性作家さんなのが、余計」,2025-07-06T14:27:41+09:00
https://togetter.com/li/2572206,ラーメン二郎 府中店公式アカウントがX上でロット乱しに言及し賛否両論「『どうぞどうぞ』は接客業としてない」「二郎はゆっくり食べるお店ではない」,2025-07-05T12:36:19+09:00
https://togetter.com/li/1588262,「みんながあんまり誉めたりするから、私自分が優秀な人間だって勘違いしちゃったじゃない！！」は元ネタを知るとかなり味わい深いという話,2020-09-07T11:30:29+09:00
https://togetter.com/li/2572245,BLマンガ研究書がAmazonで販売停止になったことについて日本マンガ学会が声明を発表「ついに研究書まで…」,2025-07-05T14:09:27+09:00
https://togetter.com/li/2572038,ITパスポートって出題範囲が広いし、情シスから見て「我々の言葉が通じる」という信頼感があるから若手の非システム社員ほど取得してほしい,2025-07-04T23:47:51+09:00
https://togetter.com/li/2554431,ブルガリのインフルエンサー起用はなぜ炎上したのか…ラグジュアリーブランドの価値は「モノ」ではなく「思い出」？,2025-05-23T14:51:05+09:00
https://togetter.com/li/2566712,オタク貸切キャンプに参加しに来たんですが、着いて一番最初に目に入った光景がこれでダメでした「キャンプ…野営…？」「貸切の正しい使い方だな」,2025-06-22T09:25:07+09:00
https://togetter.com/li/2568538,美味しさの秘訣はAWS？山岡家がクラウドを活用して調理やオペを効率化している話が興味深い→AWS障害が起きたら麺が茹でられない可能性があるのでは？,2025-06-26T16:58:43+09:00
https://togetter.com/li/2562306,日本の映画にはアメリカ映画などにない『枕詞』ならぬ『枕ショット』があると海外批評家が指摘「国内からは出てこない視点」「アニメや漫画でもあるな」,2025-06-11T14:00:51+09:00
https://togetter.com/li/2562457,「金融系システムに関わったITエンジニアの面構えは違う」この投稿に同意と辛かった業界を挙げる声「金融なんか全然まともで病院と学校は二度とやりたくない」,2025-06-11T21:44:29+09:00
https://togetter.com/li/2557827,宇都宮の全然美味しくない餃子屋に『営餃中』って書いてあったの思い出す度にイライラする 俺人生で1番イラついたの営餃中の看板かも,2025-06-01T08:11:22+09:00
https://togetter.com/li/2557141,「こども食堂は行政の下請けではありません」13年前にこども食堂を始めた人が一線から退く理由を取材した記事に反響,2025-05-30T18:44:52+09:00
https://togetter.com/li/2550260,福知山線脱線事故、誕生日に事故へ巻き込まれ生き残った大学生のブログが壮絶だった「サバイバーズ・ギルトは結構深刻な問題だよ。」,2025-05-12T22:38:53+09:00
https://togetter.com/li/2551972,20年以上前にデビュー後、音沙汰のなかった「幻の作家」の新作がミステリー界の権威ある賞を受賞→授賞式で本人現れ「まさかあの？」「実在したのか…」,2025-05-16T23:45:28+09:00
https://togetter.com/li/2092771,ツイッターしてると、あたかもこういう「集合的他人」が存在する錯覚に陥るよね「精神衛生上よくない」,2023-03-03T13:54:49+09:00
https://togetter.com/li/2543638,【田舎あるある】「町内の草刈りするぞい。明日8:00集合じゃ」「ｳｽ」〜翌日7:50〜「よーし着いたぞ。…あれ？」「もう終わったぞい」「？！？！」,2025-04-27T11:03:55+09:00
https://togetter.com/li/2542054,『欧州でも日本食の味わいが分かる国と、そうでない国がある』飲食店の店主が気づいた食文化の親和性「地中海側は特に旨味文化の素地がある」,2025-04-23T11:54:48+09:00
https://togetter.com/li/2542000,学校で最初のノートが配られたのに全然持ち帰ってこないので、子どもにノートをもらったか訊いてみるもなぜかうまく通じない… 色々話した結果「ノートというもの」が理解できていなかった,2025-04-23T08:37:16+09:00
https://togetter.com/li/2482397,『推しの子』最終巻の賛否の理由は「読者への報酬」ではないかの考察、もはやアニオリ展開に期待する声も,2024-12-18T21:25:54+09:00
https://togetter.com/li/2535970,「味覚は教養」なので、料理の特性や背景を理解せず自分の知識や経験だけで判断すると見当違いな評価をしてしまう場合があるという話,2025-04-08T19:18:51+09:00
https://togetter.com/li/2538778,大阪万博の感想を総合すると『人は愚か、食べるものはもうないので人工肉と藻を食べ老化をなんとか食い止めて今を幸せに生きよう、未来はあんまりないかもネ』,2025-04-15T16:52:20+09:00
https://togetter.com/li/2394765,ラーメンYouTuberSUSURUさん「大変すすれました」って動画で発言する時があるけどどういう意味？→本人が反応してしまう,2024-07-03T01:42:50+09:00
https://togetter.com/li/2538267,江戸時代のファーストフード「蕎麦」はどうやって人気を得たかイラストで解説、後期の江戸は蕎麦屋だらけだった→当時のレシピを再現した動画もある,2025-04-14T11:50:05+09:00
https://togetter.com/li/2525405,学生がディズニーで卒論を書きたがる理由は、卒論に対してとある認識を持っているからではないか→テーマ選びについて様々な反応集まる,2025-03-15T11:17:31+09:00
