bookmeter_url,isbn_or_asin,book_title,author,publisher,published_date,exist_in_Sophia,exist_in_UTokyo,sophia_opac,utokyo_opac,sophia_mathlib_opac,description
https://bookmeter.com/books/384284,4469042412,大修館英語学事典,"松浪,有 池上,嘉彦 今井,邦彦",大修館書店,198307,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN00086599,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BN00086599,,
https://bookmeter.com/books/22187255,4004320380,象徴天皇の実像 「昭和天皇拝謁記」を読む (岩波新書 ； 新赤版 2038),原武史,岩波書店,,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD09125827,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09125827,,
https://bookmeter.com/books/77335,4582764975,「定本」発禁本 : 書物とその周辺 (平凡社ライブラリー. Offシリーズ),"城,市郎,1922-2016",平凡社,200404,No,Yes,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA66663840,,
https://bookmeter.com/books/22158879,4562074760,北朝鮮の食卓 : 食からみる歴史、文化、未来,キム・ヤンヒ 金知子,原書房,,Yes,No,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD09194808,,,
https://bookmeter.com/books/22291099,4873768888,映像の原則 : ビギナーからプロまでのコンテ主義,"富野, 由悠季,富野由悠季 著",キネマ旬報社,"Wed, 25 Dec 2024 11:36:21 +0900",No,No,,,,
https://bookmeter.com/books/22052908,4582468268,詰将棋の誕生 : 『詰むや詰まざるや』を読み解く,"若島,正,1952-",平凡社,202408,Yes,No,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD08531356,,,
https://bookmeter.com/books/319843,4787233076,夜食の文化誌 (青弓社ライブラリー　62),西村大志／編著,青弓社,20100117,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB00878297,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB00878297,,
https://bookmeter.com/books/22249200,4867800570,西洋文学にみる魔術の系譜,田中千惠子／著・編集,小鳥遊書房,20241210,No,No,,,,
https://bookmeter.com/books/4445,4422202340,「図説」アラビア文字事典,"Mandel, Gabriele,矢島, 文夫, 1928-2006,緑, 慎也, 1976-,ガブリエル・マンデル・ハーン 著,矢島文夫 監修,緑慎也 訳",創元社,"Wed, 14 Feb 2024 18:57:39 +0900",Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA68923986,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA68923986,,
https://bookmeter.com/books/22264141,4766138511,ノスタルジア酒場 : 東欧旧社会主義国のお酒とおつまみ事情＆レシピ70,イスクラ,グラフィック社,,No,No,,,,
https://bookmeter.com/books/22219516,483998624X,暗号解読 実践ガイド,ElonkaDunin KlausSchmeh IPUSIRON 協力：Smoky,マイナビ出版,,Yes,No,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD0919520X,,,
https://bookmeter.com/books/22150866,4153400335,ネット怪談の民俗学 (ハヤカワ新書),廣田龍平,,,Yes,No,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD09309105,,,
https://bookmeter.com/books/4487446,4757142846,謎のチェス指し人形「ターク」,"Standage,Tom,1969- 服部,桂,1951-",NTT出版,201112,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB0778166X,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB0778166X,,
https://bookmeter.com/books/22134513,4150506132,謎のチェス指し人形「ターク」 (ハヤカワ文庫NF),トム・スタンデージ 服部桂,,,No,No,,,,
https://bookmeter.com/books/21875089,4867800252,ハートの図像学,須藤温子／監修 木村三郎／著・編集 植月惠一郎／著・編集,小鳥遊書房,20240510,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD07051989,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD07051989,,
https://bookmeter.com/books/190111,4130629573,線形代数の世界 抽象数学の入り口 (大学数学の入門),斎藤毅／著,東京大学出版会,20071001,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BA83455475,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA83455475,,
https://bookmeter.com/books/5562382,4621061623,対称性からの群論入門,"Armstrong,M.A.(MarkAnthony) 佐藤,信哉",丸善出版,201205,No,Yes,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB09647806,,
https://bookmeter.com/books/11603215,4320111664,共立講座数学の魅力. 11,"新井,仁之,1959- 小林,俊行,1962- 斎藤,毅,1961- 久保川,達也,1959-",共立出版,201704,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB23387239,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB23387239,https://mathlib-sophia.opac.jp/opac/Advanced_search/search?isbn=9784320111660&mtl1=1&mtl2=1&mtl3=1&mtl4=1&mtl5=1,
https://bookmeter.com/books/11166261,4774183857,Linuxエンジニア養成読本 : IoTもクラウドも、システムの基礎と基盤はLinux! / Software Design plus. 10年先も役立つ力をつくる,,技術評論社,"Wed, 7 Sep 2016 23:23:14 +0900",No,No,,,,
https://bookmeter.com/books/12922441,4764905671,計算折り紙入門 = Introduction to Computational Origami : あたらしい計算幾何学の世界,"上原,隆平",近代科学社,201806,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26359193,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB26359193,,
https://bookmeter.com/books/22105530,4535789878,パズルの算法 : 手とコンピュータでのパズルの味わい方,上原隆平,日本評論社,,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD08645978,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08645978,,
https://bookmeter.com/books/22212524,4336076456,物語要素事典,神山重彦,国書刊行会,,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD09290051,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09290051,,
https://bookmeter.com/books/21652269,4297138891,LATEX美文書作成入門,"奥村,晴彦,1951- 黒木,裕介,1982-",技術評論社,202312,No,Yes,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD04793011,,
https://bookmeter.com/books/22215676,4297145464,［作って学ぶ］ブラウザのしくみ──HTTP、HTML、CSS、JavaScriptの裏側,土井麻未,技術評論社,,No,Yes,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD0948059X,,
https://bookmeter.com/books/22222864,4814400942,Effective Rust : Rustコードを改善し、エコシステムを最大限に活用するための35項目,DavidDrysdale 中田秀基,オーム社,,Yes,No,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD09457146,,,
https://bookmeter.com/books/13039470,4781651062,とんねるずと『めちゃイケ』の終わり : 〈ポスト平成〉のテレビバラエティ論 106 (イースト新書),ラリー遠田,イースト・プレス,201808,No,No,,,,
https://bookmeter.com/books/12757544,4798153222,プログラマのためのDocker教科書 : インフラの基礎知識&コードによる環境構築の自動化,"阿佐,志保 山田,祥寛",翔泳社,201804,No,Yes,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB25926163,,
https://bookmeter.com/books/20950860,4814400217,入門モダンLinux : オンプレミスからクラウドまで、幅広い知識を会得する,"Hausenblas,Michael 武内,覚 大岩,尚宏",オーム社 (発売),202304,Yes,No,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD01566148,,,
https://bookmeter.com/books/21736326,4814400500,Raspberry Piクックブック (Make : PROJECTS),"Monk,Simon 水原,文",オーム社,202401,Yes,No,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD05639458,,,
https://bookmeter.com/books/21648875,4798071501,開発系エンジニアのためのDocker絵とき入門 : 定番技術の基本をビジュアルで理解する : Dockerの「なぜ」を解決!,"鈴木,亮,pub.2024",秀和システム,202401,No,No,,,,
https://bookmeter.com/books/22064568,4814400756,生成 Deep Learning 第2版 : 絵を描き、物語や音楽を作り、ゲームをプレイする,DavidFoster 松田晃一 小沼千絵,,,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD08144021,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08144021,,
https://bookmeter.com/books/20016308,4576221477,オカルト・クロニクル = OCCULT CHRONICLE : 奇妙な事件奇妙な出来事奇妙な人物,"松閣,オルタ",二見書房,202210,No,No,,,,
https://bookmeter.com/books/1898531,4588364057,ファランの痙攣派,中村浩巳／著,法政大学出版局,19940601,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BN1101904X,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BN1101904X,,
https://bookmeter.com/books/22122882,4000058894,地力をつける 微分と積分,小林俊行,岩波書店,,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD08637856,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08637856,,
https://bookmeter.com/books/9666777,4873117208,作ることで学ぶ : Makerを育てる新しい教育のメソッド (Make : Japan Books),"Martinez,SylviaLibow Stager,Gary 阿部,和広 酒匂,寛,1958-",オーム社,201503,No,Yes,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB18301234,,
https://bookmeter.com/books/22197859,4254131526,学習物理学入門,橋本幸士,朝倉書店,,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD09317420,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09317420,,
https://bookmeter.com/books/22169661,4910038965,創られたキリシタン像 (西南学院大学博物館研究叢書),鬼束芽依／編集,西南学院大学博物館,20240830,No,Yes,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD0864815X,,
https://bookmeter.com/books/22052760,406536678X,拷問と処刑の西洋史 2831 (講談社学術文庫),"浜本,隆志,1944-",講談社,202408,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD08211537,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08211537,,
https://bookmeter.com/books/21664223,4910315314,とるにたらない美術,原田裕規／著,ケンエレブックス,20231128,No,No,,,,
https://bookmeter.com/books/6887325,4845913143,ラッセンとは何だったのか? : 消費とアートを越えた「先」,"原田, 裕規, 1989-,原田裕規 編著",フィルムアート社,"Fri, 8 Mar 2024 17:31:33 +0900",No,Yes,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB12853522,,
https://bookmeter.com/books/21766420,484592322X,ラッセンとは何だったのか？［増補改訂版］,原田裕規／著・編集 石岡良治／著 上田和彦／著 大野左紀子／著 大山エンリコイサム／著 ほか,フィルムアート社,20240223,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD05757705,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD05757705,,
https://bookmeter.com/books/22140133,4344948203,SEの悲鳴 = SE's scream. : ITエンジニアを食い物にする多重下請け構造の闇,"田中,宏明,1978-",幻冬舎,202408,No,No,,,,
https://bookmeter.com/books/22007386,4535540411,データで広がる日本ワインの世界 : ワインエコノミクス入門,原田喜美枝,日本評論社,,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD08107535,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08107535,,
https://bookmeter.com/books/22078000,4627084218,暗号理論入門,安永憲司,森北出版,,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD08525874,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08525874,,
https://bookmeter.com/books/22166792,4798177849,絵で見てわかるLinuxカーネルの仕組み (絵で見てわかる),市川正美 大岩尚宏 島本裕志 武内覚 田中隆久 丸山翔平,翔泳社,,No,No,,,,
https://bookmeter.com/books/22163174,3031700902,The Group Theory Puzzle Book (Springer Undergraduate Mathematics Series),David Nacin,Springer,2024-11-09,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?isbn=3031700902,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09596120,,
https://bookmeter.com/books/409492,4167257033,田宮模型の仕事 (文春文庫),"田宮,俊作,1934-",文藝春秋,200005,No,No,,,,
https://bookmeter.com/books/12994490,4621303112,ルネサンスの多面体百科,"Wade,David,1941- 宮崎,興二,1940- 奈尾,信英 日野,雅之 山下,俊介,博物館学",丸善出版,201807,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB26571289,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB26571289,,
https://bookmeter.com/books/11037810,462130044X,多面体百科,"宮崎,興二,1940-",丸善出版,201610,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BB22341130,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB22341130,,
https://bookmeter.com/books/22093795,448068493X,東大ファッション論集中講義 ４６７ (ちくまプリマー新書),平芳裕子／本文,筑摩書房,20240911,Yes,Yes,https://www.lib.sophia.ac.jp/opac/opac_openurl?ncid=BD08553494,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08553494,,
